12;Oficina comercial;Pilar;Hipólito Yrigoyen 698;Pilar;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;;;-34.4581680;-58.9145683;Lunes a Viernes de 9 a 13 y 14 a 18;Hipólito Yrigoyen 698, Pilar, Buenos Aires;8
13;Oficina comercial;Quilmes;Alsina 134;Quilmes;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-34.7219375;-58.2590984;Lunes a Viernes de 9 a 18;Alsina 134, Quilmes, Buenos Aires;8
14;Oficina comercial;Ramos Mejia;Av. De Mayo 750;Ramos Mejia;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-34.6476270;-58.5642352;Lunes a Viernes de 9 a 18;Av De Mayo 750, Ramos Mejía, Buenos Aires;8
15;Oficina comercial;San Isidro;Av. Centenario 125;San Isidro;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-34.4732693;-58.5136911;Lunes a Viernes de 9 a 18;Av Centenario 125, San Isidro, Buenos Aires;8
16;Oficina comercial;San Martin;San Martin 901;San Martin;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-33.0828133;-68.4568981;Lunes a Viernes de 9 a 18;Buenos Aires 901, San Martín, Mendoza;8
17;Oficina comercial;Chivilcoy;Pellegrini 65;Chivilcoy;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;;;-34.8952438;-60.0189311;Lunes a Viernes de 9 a 13 y 15 a 19;Carlos Pellegrini 65, Chivilcoy, Buenos Aires;8
18;Oficina comercial;Junin;Av. Arias 49;Junin;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;;;-34.6088995;-58.3963159;Lunes a Viernes de 9 a 13 y 15 a 19;Junín 49, Buenos Aires, Capital Federal;8
19;Oficina comercial;Mar del Plata;San Luis 1864;Mar del Plata;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-38.0002558;-57.5488312;Lunes a Viernes de 9 a 18;San Luis 1864, Mar del Plata, Buenos Aires;8
20;Oficina comercial;Olavarria;Vicente Lopez 2535;Olavarria;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;;;-34.5391886;-58.5038097;Lunes a Viernes de 8.30 a 12.30 y 15 a 19 ;José de Olavarría 2535, Florida Oeste, Buenos Aires;8
21;Oficina comercial;Pergamino;Av. De Mayo 508;Pergamino;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;;;-33.9146652;-60.5801163;Lunes a Viernes de 9 a 13 y 15 a 19;Mayo, Pergamino, Buenos Aires;6
22;Oficina comercial;Tandil;Alem 635;Tandil;Buenos Aires;Venta de equipos;Cambio de equipos;Atencion clientes;;;-37.3248674;-59.1341930;Lunes a Viernes de 9 a 13 y 15 a 19;Leandro N. Alem 635, Tandil, Buenos Aires;8
23;Oficina comercial;Catamarca;Rivadavia 520/530;Catamarca;Catamarca;Venta de equipos;Cambio de equipos;Atencion clientes;;;-28.4672154;-65.7784782;Lunes a Viernes de 9 a 13 y 16.30 a 20.30;Rivadavia 520, San Fernando del Valle de Catamarca, Catamarca;8
24;Oficina comercial;Resistencia;Alberdi 226;Resistencia;Chaco;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-27.4530733;-58.9883674;Lunes a Viernes de 9 a 14 y 16 a 19;Av Alberdi 226, Resistencia, Chaco;8
25;Oficina comercial;Comodoro Rivadavia;España 818;Comodoro Rivadavia;Chubut;Venta de equipos;Cambio de equipos;Atencion clientes;;;-45.8619359;-67.4860956;Lunes a Viernes de 9 a 13 y 14 a 18;España 818, Comodoro Rivadavia, Chubut;8
26;Oficina comercial;Trelew;9 de Julio 470;Trelew;Chubut;Venta de equipos;Cambio de equipos;Atencion clientes;;;-43.2526430;-65.3137581;Lunes a Viernes de 9 a 13 y 15 a 19;9 de Julio 470, Trelew, Chubut;8
27;Oficina comercial;Nuevo Centro Shopping;Duarte Quiroz 1400 Local 102;Cordoba;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black (Proximamente);;-31.3989296;-64.1821289;Lunes a Domingo de 10 a 22;Córdoba, Córdoba;4
28;Oficina comercial;Personal Plaza;Av. Colón 4450;Cordoba;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black (Proximamente);;-31.3964721;-64.2389850;Lunes a Viernes de 9 a 14 y 15 a 18;Av Colón 4450, Córdoba, Córdoba;8
29;Oficina comercial;Cerro de las Rosas;Av. Rafael Nuñez 4699;Cordoba;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black (Proximamente);;-31.3649957;-64.2357741;Lunes a Viernes de 9 a 13 y 14 a 18;Av Rafael Núñez 4699, Córdoba, Córdoba;8
30;Oficina comercial;Cordoba;9 de Julio 348;Cordoba;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-31.4134021;-64.1885242;Lunes a Viernes de 9 a 18 y Sabados de 9 a 13;9 de Julio 348, Córdoba, Córdoba;8
31;Oficina comercial;Rio IV;General Paz 760;Rio Cuarto;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;;;-33.1241681;-64.3474495;Lunes a Viernes de 9 a 13 y 16 a 20;General Paz 760, Río Cuarto, Córdoba;8
32;Oficina comercial;San Francisco;25 de Mayo 2188;San Francisco;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;;;-34.8242458;-58.3345337;Lunes a Viernes de 8.30 a 12.30 y 16 a 20;25 de Mayo 2188, Ministro Rivadavia, Buenos Aires;8
33;Oficina comercial;Villa María;San Martin 256;Villa María;Cordoba;Venta de equipos;Cambio de equipos;Atencion clientes;;;-32.4136887;-63.2415869;Lunes a Viernes  de 9 a 13 y 16 a 20;San Martin 256, Villa María, Córdoba;8
34;Oficina comercial;Corrientes;San Lorenzo 1002;Corrientes;Corrientes;Venta de equipos;Cambio de equipos;Atencion clientes;;;-27.4691306;-58.8319646;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;San Lorenzo 1002, Corrientes;8
35;Oficina comercial;Goya;Cristobal Colón 1043;Goya;Corrientes;Venta de equipos;Cambio de equipos;Atencion clientes;;;-29.1442242;-59.2643242;Lunes a Viernes  de 9 a 13 y 16 a 20;Goya, Corrientes;4
36;Oficina comercial;Concordia;Entre Ríos 686;Concordia;Entre Ríos;Venta de equipos;Cambio de equipos;Atencion clientes;;;-33.0152262;-58.5131301;Lunes a Viernes de 8.30 a 12.30 y 16.30 a 20.30;Concordia 686, Gualeguaychú, Entre Ríos;8
37;Oficina comercial;Paraná;Italia 100;Paraná;Entre Rios;Venta de equipos;Cambio de equipos;Atencion clientes;;;-31.7323811;-60.5333640;Lunes a Viernes de 9 a 18;Italia 100, Paraná, Entre Ríos;8
38;Oficina comercial;FORMOSA;Belgrano 654;Formosa;Formosa;Venta de equipos;Cambio de equipos;Atencion clientes;;;-26.1806590;-58.1659323;Lunes a Viernes de 9 a 14 y 16 a 19 ;Belgrano 654, Formosa, Formosa;8
39;Oficina comercial;San Salvador de Jujuy;Necochea 272;San Salvadro de Jujuy;Jujuy;Venta de equipos;Cambio de equipos;Atencion clientes;;;-24.1857538;-65.3041618;Lunes a Viernes de 8.30 a 13 a 16.30 y 20;Gral. Necochea 272, San Salvador de Jujuy, Jujuy;8
40;Oficina comercial;Santa Rosa;Carlos Pellegrini 371;Santa Rosa;La Pampa;Venta de equipos;Cambio de equipos;Atencion clientes;;;-36.6226883;-64.2859268;Lunes a Viernes de 8.30 a 13 a 16.30 y 20;Santa Rosa, La Pampa;4
41;Oficina comercial;La Rioja;Pelagio B. Luna 466;La Rioja;La Rioja;Venta de equipos;Cambio de equipos;Atencion clientes;;;-29.4119991;-66.8548442;Lunes a Viernes de 8.30 a 13.30 y 17.30 a 20.30;Pelagio Luna 466, La Rioja, La Rioja;8
42;Oficina comercial;San Rafael;Hipólito Yrigoyen 245;San Rafael;Mendoza;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-34.6158022;-68.3312898;Lunes a Viernes de 8 a 13 y 17 a 20 ;Av Hipólito Yrigoyen 245, San Rafael, Mendoza;8
43;Oficina comercial;Mendoza;Av. San Martín 968;Mendoza;Mendoza;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-32.8924153;-68.8399036;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av San Martin 968, Mendoza, Mendoza;8
44;Oficina comercial;Posadas;Cordoba 1978/80;Posadas;Misiones;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-27.3677291;-55.8957434;Lunes a Viernes de 9 a 13 y 16 a 20;Córdoba 1978, Posadas, Misiones;8
45;Oficina comercial;Neuquén;Av. Argentina 196;Neuquén;Neuquén;Venta de equipos;Cambio de equipos;Atencion clientes;;;-38.9530894;-68.0593566;Lunes  a Viernes de 9 a 18;Av Argentina 196, Neuquén, Neuquén;8
46;Oficina comercial;Bariloche;San Martin 162;Bariloche;Río Negro;Venta de equipos;Cambio de equipos;Atencion clientes;;;-41.1343571;-71.3125180;Lunes a Viernes de 9 a 14 y 15 a 18;San Martin 162, San Carlos de Bariloche, Río Negro;8
47;Oficina comercial;Viedma;Buenos Aires 225;Viedma;Río Negro;Venta de equipos;Cambio de equipos;Atencion clientes;;;-40.8120528;-62.9890662;Lunes  a Viernes de 9 a 13 y 14 a 18;Buenos Aires 225, Viedma, Río Negro;8
48;Oficina comercial;Salta;Mitre 250;Salta;Salta;Venta de equipos;Cambio de equipos;Atencion clientes;;;-24.6723657;-65.0619183;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Mitre, General Güemes, Salta;6
49;Oficina comercial;San Juan;I. de la Roza 145 (este);San Juan;San Juan;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-31.5373793;-68.5279791;Lunes a Viernes de 8 a 13 y 17 a 20 ;Av José Ignacio de La Roza Oeste 145, San Juan, San Juan;8
50;Oficina comercial;San Luis;Junin 1050;San Luis;San Luis;Venta de equipos;Cambio de equipos;Atencion clientes;;;-33.3018348;-66.3384843;Lunes a Viernes  de 8 a 13 y 17 a 20 ;Junín 1050, San Luis, San Luis;8
51;Oficina comercial;Villa Mercedes;Pedernera 380;Villa Mercedes;San Luis;Venta de equipos;Cambio de equipos;Atencion clientes;;;-33.6859002;-65.4666945;Lunes a Viernes de 8 a 13 y 17 a 20 ;Pedernera 380, Villa Mercedes, San Luis;8
52;Oficina comercial;Río Gallegos;Bernardino Rivadavia 79;Río Gallegos;Santa Cruz;Venta de equipos;Cambio de equipos;Atencion clientes;;;-51.6209693;-69.2192277;Lunes a Viernes de 9 a 13 y 16 a 20;Bernardino Rivadavia 79, Río Gallegos, Santa Cruz;8
53;Oficina comercial;Santiago del Estero;Avallaneda 179;Santiago del Estero;Santiago del Estero;Venta de equipos;Cambio de equipos;Atencion clientes;;;-27.7879252;-64.2588782;Lunes a Viernes de 8.30 a 13 a 16.30 y 20;Avellaneda 179, Santiago del Estero, Santiago del Estero;8
54;Oficina comercial;Venado Tuerto;Chacabuco 762;Venado Tuerto;Santa Fe;Venta de equipos;Cambio de equipos;Atencion clientes;;;-33.7472726;-61.9653993;Lunes a Viernes de 9 a 13 y 16 a 20;Chacabuco 762, Venado Tuerto, Santa Fe;8
55;Oficina comercial;Santa Fe;San Jeronimo 2730;Santa Fe;Santa Fe;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-31.6439013;-60.7075231;Lunes a Viernes de 9 a 18;San Jerónimo 2730, Santa Fe, Santa Fe;8
56;Oficina comercial;Reconquista;Obligado 902;Reconquista;Santa Fe;Venta de equipos;Cambio de equipos;Atencion clientes;;;-29.2103345;-59.6917947;Lunes a Viernes de 9 a 13 y 16.30 a 20.30;Reconquista (RCQ) - Santa Fe;9
57;Oficina comercial;Rafaela;Blvd. Roca 399;Rafaela;Santa Fe;Venta de equipos;Cambio de equipos;Atencion clientes;;;-31.2518738;-61.4960231;Lunes a Viernes de 9 a 13 y 16 a 20;Bv. Pres. Julio A. Roca 399, Rafaela, Santa Fe;8
58;Oficina comercial;Rosario;Italia 943;Rosario;Santa Fe;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-32.9464375;-60.6483599;Lunes a Viernes de 9 a 18;Italia 943, Rosario, Santa Fe;8
59;Oficina comercial;Rosario;Pte. Roca 843;Rosario;Santa Fe;Venta de equipos;Cambio de equipos;Atencion clientes;Experiencia Black;;-32.9456786;-60.6453275;Lunes a Viernes de 9 a 18;Presidente Roca 843, Rosario, Santa Fe;8
60;Oficina comercial;Ushuaia;San Martin 206;Ushuaia;Tierra del Fuego;Venta de equipos;Cambio de equipos;Atencion clientes;;;-54.8054560;-68.3012205;Lunes a Viernes de 9 a 14 y 15 a 18;Av San Martin 206, Ushuaia, Tierra del Fuego;8
61;Retail;Tucumán;Muñecas 693;Tucumán;Tucumán;Venta de equipos;Cambio de equipos;;;;-26.8213754;-65.2035868;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Muñecas 693, San Miguel de Tucumán, Tucumán;8
62;Retail;Ama Hogar;Catamarca 18;Córdoba;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4116149;-64.1816020;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Catamarca 18, Córdoba, Córdoba;8
63;Retail;Ama Hogar;Santa Rosa 25;Córdoba;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4121635;-64.1841946;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Santa Rosa 25, Córdoba, Córdoba;8
64;Retail;Ama Hogar;Alvear 601;Córdoba;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4098425;-64.1785094;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Gral. Alvear 601, Córdoba, Córdoba;8
65;Retail;Ama Hogar;San Jerónimo 126;Córdoba;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4175526;-64.1830913;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;San Jerónimo 126, Córdoba, Córdoba;8
66;Retail;Ama Hogar;Av. Colón 82;Córdoba;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4131899;-64.1846374;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av Colón 82, Córdoba, Córdoba;8
67;Retail;Ama Hogar;Goycoechea 1457;Villa Allende;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.3089976;-64.2797524;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av Goycochea, Córdoba, Córdoba;6
68;Retail;Ama Hogar;Juan B. Alberdi 831;Pilar;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.6782532;-63.8777771;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Pilar, Córdoba;4
69;Retail;Bazar Avenida;Rivadavia 199;Quilmes;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7221622;-58.2572031;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av Rivadavia 199, Quilmes, Buenos Aires;8
70;Retail;Bazar Avenida;Laprida 333/35 (local 73/4/5);Lomas de Zamora;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7605331;-58.4015181;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Francisco Narciso de Laprida 333, Lomas de Zamora, Buenos Aires;8
71;Retail;Bazar Avenida;Hipólito Yrigoyen 8790;Lomas de Zamora;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7569009;-58.4017850;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av Pavón 8790, Lomas de Zamora, Buenos Aires;8
72;Retail;Bazar Avenida;Guemes 897 (Loc: 18, 19 y 20);Avellaneda;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.6924055;-58.3873206;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Gral. Güemes 897, Gerli, Buenos Aires;8
73;Retail;Bazar Avenida;Calle 50 esquina Gaboto;Quilmes;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7235586;-58.2612914;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Gaboto, Quilmes, Buenos Aires;6
74;Retail;Bazar Avenida;Calle 47 620 (entre 7 y 8);La Plata;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.9134833;-57.9525099;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Calle 47 620, La Plata, Buenos Aires;8
75;Retail;Bazar Avenida;Calle 12 1226;La Plata;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.9239277;-57.9488673;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Calle 12 1226, La Plata, Buenos Aires;8
76;Retail;Bazar Avenida;Boedo 348;Lomas de Zamora;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7593477;-58.4014853;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Mariano Boedo 348, Lomas de Zamora, Buenos Aires;8
77;Retail;Bazar Avenida;Bocuzzi 237;Florencio Varela;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.8100330;-58.2738412;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Dr. Nicolás Boccuzzi 237, Florencio Varela, Buenos Aires;8
78;Retail;Bazar Avenida;Av. Juan D. Perón 4985;Berazategui;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7607607;-58.2071903;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av Pres. Juan Domingo Perón 4985, Berazategui, Buenos Aires;8
79;Retail;Bazar Avenida;Av. 844 2450;Quilmes;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7104864;-58.2231277;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Pto.av. Rivera - Quilmes, Buenos Aires;9
80;Retail;Bazar Avenida;Alem 329;Monte Grande;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.8176341;-58.4672902;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Leandro N. Alem 329, Monte Grande, Buenos Aires;8
81;Retail;Bazar Avenida;Alem 128/30;Monte Grande;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.8156050;-58.4688527;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Leandro N. Alem 128, Monte Grande, Buenos Aires;8
82;Retail;Bazar Avenida;9 de Julio 1177/79;Lanús;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-34.7084483;-58.3897529;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Av 9 de Julio 1177, Lanús Este, Buenos Aires;8
83;Retail;Bazar Avenida;Av San Martín 602 esq. Las Heras.;Bolivar;Buenos Aires;Venta de equipos;Cambio de equipos;;;;-36.2283936;-61.1076431;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Bolívar, Buenos Aires;4
84;Retail;Bazar Avenida;República 663;Catamarca;Catamarca;Venta de equipos;Cambio de equipos;;;;-28.4681076;-65.7775377;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;República 663, San Fernando del Valle de Catamarca, Catamarca;8
85;Retail;Bazar Avenida;Belgrano 153;Alta Gracia;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.6545525;-64.4306030;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Alta Gracia, Córdoba;4
86;Retail;Bazar Avenida;Av F Pagani 1027 / 1031;Arroyito;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4154091;-63.0505409;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Arroyito, Córdoba;4
87;Retail;Bazar Avenida;San Martín 124;Bell Ville;Córdoba;Venta de equipos;Cambio de equipos;;;;-32.6201134;-62.6892624;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Bell Ville, Córdoba;4
88;Retail;Bazar Avenida;Seeber 280.;Brinkmann;Córdoba;Venta de equipos;Cambio de equipos;;;;-30.8665061;-62.0433147;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Brinkmann, Córdoba;4
89;Retail;Bazar Avenida;Av Uruguay 446;Carlos Paz;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4209385;-64.5001297;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Villa Carlos Paz, Córdoba;4
90;Retail;Bazar Avenida;RIVERA INDARTE;Córdoba Rivera Ind.;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.3166695;-64.3166809;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Rivera Indarte, Córdoba;4
91;Retail;Bazar Avenida;JOSE SAN MARTIN;Córdoba San Martín;Córdoba;Venta de equipos;Cambio de equipos;;;;;;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;;0
92;Retail;Bazar Avenida;SUIPACHA;Córdoba Suipacha;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.3989296;-64.1821289;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Córdoba, Córdoba;4
93;Retail;Bazar Avenida;n;Cosquin;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.2424126;-64.4626083;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Cosquín, Córdoba;4
94;Retail;Bazar Avenida;25 de Mayo 250;Dean Funes;Córdoba;Venta de equipos;Cambio de equipos;;;;-30.4224968;-64.3527756;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Deán Funes, Córdoba;4
95;Retail;Bazar Avenida;Buenos Aires 705;General Deheza;Córdoba;Venta de equipos;Cambio de equipos;;;;-32.7557030;-63.7823601;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;General Deheza, Córdoba;4
96;Retail;Bazar Avenida;Cástulo Peña 522;Jesús María;Córdoba;Venta de equipos;Cambio de equipos;;;;-30.9763097;-64.0958128;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Jesús María, Córdoba;4
97;Retail;Bazar Avenida;Velez Sarfield 1147;La Carlota;Córdoba;Venta de equipos;Cambio de equipos;;;;-33.4203339;-63.2935677;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;La Carlota, Córdoba;4
98;Retail;Bazar Avenida;Av Buenos Aires 345;La Falda;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.0875359;-64.4837265;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;La Falda, Córdoba;4
99;Retail;Bazar Avenida;Independencia 93;Laboulaye;Córdoba;Venta de equipos;Cambio de equipos;;;;-34.1272240;-63.3895645;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Laboulaye, Córdoba;4
100;Retail;Bazar Avenida;Rivadavia 1 esq Independencia;Las Varillas;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.8705008;-62.7197901;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Las Varillas, Córdoba;4
101;Retail;Bazar Avenida;F Beiro 180;Marcos Juarez;Córdoba;Venta de equipos;Cambio de equipos;;;;-32.6969128;-62.1069748;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Beiro 180, Marcos Juárez, Córdoba;8
102;Retail;Bazar Avenida;25 de Mayo 340;Morteros;Córdoba;Venta de equipos;Cambio de equipos;;;;-30.7099133;-62.0042915;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Morteros, Córdoba;4
103;Retail;Bazar Avenida;25 de Mayo 900;Oncativo;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.9108868;-63.6807632;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Oncativo, Córdoba;4
104;Retail;Bazar Avenida;Belgrano 150;Río Cuarto;Córdoba;Venta de equipos;Cambio de equipos;;;;-33.1235412;-64.3472401;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Belgrano 150, Río Cuarto, Córdoba;8
105;Retail;Bazar Avenida;Leandro N. Alem 930;Río Segundo;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.6518021;-63.9123955;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Rio Secundo, Córdoba;4
106;Retail;Bazar Avenida;Libertad 240;Río Tercero;Córdoba;Venta de equipos;Cambio de equipos;;;;-32.1753998;-64.1122055;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Río Tercero, Córdoba;4
107;Retail;Bazar Avenida;Av 25 de Mayo 2166;San Francisco;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.4249992;-62.0841599;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;San Francisco, Córdoba;4
108;Retail;Bazar Avenida;Belgrano 797;Villa Dolores;Córdoba;Venta de equipos;Cambio de equipos;;;;-31.9444370;-65.1921082;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;Villa Dolores, Córdoba;4
109;Retail;Bazar Avenida;San Martín 148 - 154;Villa María;Córdoba;Venta de equipos;Cambio de equipos;;;;-32.4126980;-63.2425077;Lunes a Viernes de 8.30 a 13.30 y 16 a 19;San Martin 148, Villa María, Córdoba;8
